iter,name,annual_return,annual_vol,cagr,sharpe,sortino,max_drawdown,calmar,avg_turnover,crra_ce_annual,crra_ce_annual_se,sharpe_se,accepted
18,18 RP blend alpha=0.5,0.03702984525823274,0.07531295642192565,0.03481561300440481,0.23469793205246783,0.3660971533795312,-0.2338598898290799,0.17961854665353486,0.04021766268917464,0.022936643313090293,0.004607608849419418,0.05807831830853863,False
19,19 Michaud resample (n=30),0.0380094812622083,0.07855822315114355,0.03557090749527958,0.23486267010193287,0.36263227475417154,-0.24641932087741095,0.17160456705376526,0.0631462539942398,0.02263124580148813,0.0046057407612209176,0.05534651246093172,False
20,20 Rebalance threshold 0.03,0.0368978129482582,0.06959584309472444,0.03508390378887375,0.24881747097383308,0.38621095611343875,-0.20393695498772013,0.2023880861307824,0.046357379444330625,0.024937065775140394,0.003945171104034742,0.05534362968629118,True
21,21 Kelly scaling (cap=0.8),0.03856485246928545,0.08045124458322482,0.035985825080105525,0.24365812652664554,0.3820519526899549,-0.254412392110311,0.17466481048841828,0.042761666853146175,0.02232566497925607,0.005350891537833503,0.06056335890426816,False
22,22 Entropy floor 0.55,0.03719901798196882,0.07129377434947402,0.03527332983294942,0.24667082993172817,0.3807701747571433,-0.2092980824379954,0.19607815798989423,0.04727618326396888,0.024636057887688412,0.003923336091172179,0.053680058291643,False
23,23 Momentum + Vol target,0.03748523133800337,0.0747567555187575,0.03532304855265025,0.2384200434690952,0.36438365270844403,-0.21559447661771805,0.18716937172333992,0.0665314457636538,0.023600853649835846,0.004312849497072739,0.05622289268684364,False
24,24 LW + Regime gamma + CVaR,0.0368978129482582,0.06959584309472444,0.03508390378887375,0.24881747097383308,0.38621095611343875,-0.20393695498772013,0.2023880861307824,0.046357379444330625,0.024937065775140394,0.003945171104034742,0.05534362968629118,False
25,25 All of A best + B best,0.03795705828432735,0.07602155841851484,0.03571300144877695,0.2409141905002492,0.3670530044188325,-0.21990368915847913,0.18553971335134625,0.06658667893277605,0.023585221596895856,0.0043563420674742484,0.05585521457290584,False
26,26 #25 + RP blend alpha=0.25,0.037779452738502785,0.0772311392350616,0.03544752186008473,0.23744727210932695,0.3649497328577027,-0.23623002196609663,0.17906645584466907,0.043751265364830476,0.022942641928090035,0.004758451062708399,0.059194852181111535,False
27,27 #26 + Michaud n=20,0.03792145954055919,0.08249308024767851,0.03517022124288468,0.22169437548685336,0.34108160396815485,-0.262112844755713,0.16049619163329057,0.04538872075613462,0.020916869882362587,0.004883273532320377,0.056373603469492536,False
28,28 #27 tighter cap=0.45,0.03799322939281209,0.08736723967198894,0.03484174621300464,0.21315531817529035,0.330225468123403,-0.28330483699055986,0.15421495710585756,0.0417536522603213,0.018816064694622058,0.0056450843380263,0.06003399624994134,False
29,29 #28 vol target 8%,0.037970787389469456,0.0839641791402147,0.03510822918076354,0.22070126416619607,0.342541881546151,-0.2668836327245648,0.1602025117677947,0.03940471095661644,0.020332167760235758,0.005314832037751709,0.05911842813576146,False
30,30 #29 + rebalance threshold 0.025,0.03867818798430857,0.0840619260184815,0.03583239944390645,0.2286025790037951,0.35431551554315616,-0.2633999359900862,0.1663187566262125,0.048424833644166554,0.021042726399121543,0.00529502858254006,0.05886998205221928,False
