snr,strategy,annual_return,annual_vol,cagr,sharpe,sortino,max_drawdown,calmar,avg_turnover,crra_ce_annual,accuracy
1.0,NarrativeRegimes,0.04162559073132266,0.07897057180386594,0.039209829754547565,0.2738436640047729,0.4415001096381998,-0.3214887531589242,0.12196330157517095,0.30624608252084257,0.02635647618776571,0.8024691358024691
1.0,RegimeOnly,0.03957069563981252,0.07769552871233093,0.03718819014774888,0.2518895998799797,0.4098496905138649,-0.3012906316319598,0.1234296265579739,0.45327527534338063,0.024805672168628723,0.23148148148148148
1.0,NarrativeRegimes,0.04969907218817782,0.08606397026916292,0.04698191638281224,0.3450813632614752,0.5180615640695305,-0.3815208842653789,0.12314376046091485,0.04246422221174796,0.03138046445340614,0.7932098765432098
1.0,RegimeOnly,0.0497178719962206,0.08601683563272416,0.047005760359904114,0.3454890170932393,0.5182030297777056,-0.3815208842923209,0.12320625762622303,0.04444045454277367,0.031420874205650984,0.7932098765432098
2.0,NarrativeRegimes,0.03418763987869933,0.07924891425900348,0.031499057346258574,0.17902629974627657,0.27663380446410196,-0.32455335131501606,0.097053557507977,0.08631364005464265,0.018534493770235194,0.558641975308642
2.0,RegimeOnly,0.03445580158115001,0.07947688163343365,0.03175598963902071,0.18188687432181366,0.2801727740348118,-0.32483380133282636,0.09776073028337147,0.08419908105071074,0.01870734640205507,0.558641975308642
2.0,NarrativeRegimes,0.04368363431482902,0.07294584611152016,0.041812425104072126,0.3246742011686492,0.5234510966297544,-0.21896500824301246,0.19095482625090363,0.24781221399792322,0.030752554256881615,0.7716049382716049
2.0,RegimeOnly,0.04348434709409748,0.08169930549154397,0.040904573927006416,0.2874485523812458,0.46007976542941303,-0.28458594314033137,0.14373364149906756,0.22692438113868832,0.027053841616344165,0.22530864197530864
2.0,NarrativeRegimes,0.03250320191283664,0.06880777680444837,0.030557580419157127,0.1817120461306391,0.2740272210209057,-0.16533986468741968,0.18481677408486583,0.12857142613315875,0.02073689671318313,0.7253086419753086
2.0,RegimeOnly,0.030392331494257734,0.06723081147419413,0.028499729765919746,0.15457691594644407,0.22978222025139677,-0.1573959123345121,0.18107032986567992,0.12514805209986252,0.019142518280074183,0.6975308641975309
2.0,NarrativeRegimes,0.02265290238370926,0.10069608114839453,0.017711473346033957,0.026345636825724238,0.03651202218193304,-0.35150611816748467,0.05038738283808432,0.5588094813421418,-0.0032721397195201174,0.6574074074074074
2.0,RegimeOnly,0.023398778564905603,0.09528067246966028,0.01898307695745638,0.03567122771921931,0.045163284004233445,-0.4054595697965513,0.046818667930273734,0.42859199514204216,-0.00025856016244796276,0.404320987654321
2.0,NarrativeRegimes,0.04555040870312638,0.06264043690863008,0.044483653888487185,0.4078900142474302,0.6760810645306775,-0.17002992116612792,0.26162250492973166,0.05603255086069007,0.03639559271600046,0.7067901234567902
2.0,RegimeOnly,0.04538651999379527,0.06445371578653969,0.044193221686873674,0.3938720938583482,0.6493436500741515,-0.19281184118161088,0.22920387781188065,0.1038703034604392,0.03562301610735741,0.6944444444444444
2.0,NarrativeRegimes,0.035510278088787324,0.08504710417475826,0.03238889692444746,0.18237279492686978,0.28918019245281007,-0.15294183025170405,0.21177265154433833,0.367485773067054,0.0176755396166437,0.5648148148148148
