risk_aversion,strategy,annual_return,annual_vol,cagr,sharpe,sortino,max_drawdown,calmar,avg_turnover,crra_ce_annual
5,NarrativeRegimes,0.05558598574824318,0.0736719997185241,0.05420175983094433,0.4830327109920355,0.8820188803078951,-0.10315580842598537,0.5254358494978425,0.1224878434740066,0.04304423443384886
5,SixtyForty,0.06164403462958675,0.10350783021899451,0.05780360837838883,0.4023273847155259,0.7011149696082631,-0.17472107837249995,0.33083362875744915,0.024204489378074567,0.035567760566627804
5,RiskParity,0.05261919770122652,0.07303559209823549,0.05113042985026928,0.44662056901452274,0.7519026814892789,-0.10319591296415154,0.4954695237594448,0.030054854595086947,0.04006628002683654
5,NarrativeRegimes,0.019243252995084018,0.06701607771722591,0.017139929991653702,-0.011292021716177929,-0.017564895926128348,-0.32400043672204715,0.052900947187172066,0.06238001522037898,0.00806480227910611
5,SixtyForty,0.023851847443727127,0.1126962540274548,0.01764997304764182,0.03417901932027612,0.05072602886594054,-0.4392949286108925,0.04017795767288578,0.02608516443678273,-0.008203682015540115
5,RiskParity,0.02572690513384949,0.08196404718834863,0.022611667908611688,0.06987094134931368,0.10420225684935312,-0.3193706550726746,0.07080070616840572,0.032206865242950425,0.008944681894373696
5,NarrativeRegimes,0.0519403317089327,0.06941877290634305,0.050678126272578394,0.4601108658608137,0.6750439244920118,-0.20382881811409514,0.24863082041819437,0.090045668312695,0.040528426725018774
5,SixtyForty,0.062002546019069835,0.10956218629005894,0.05739459556781057,0.3833671765902037,0.5144581063061356,-0.3447564271806629,0.16647868188323592,0.025434989725992754,0.030619581402717477
5,RiskParity,0.052547483273321025,0.07918573551821805,0.05053857130760919,0.4110271005291465,0.5619181481958013,-0.24635875481700953,0.20514217708702195,0.031432393839238126,0.037070792376432404
5,NarrativeRegimes,0.04893598776499595,0.06967810059149217,0.04753202214233654,0.4152809493852518,0.7041145999961517,-0.20821152621344385,0.2282871799018948,0.0601401980963093,0.03752183382090801
5,SixtyForty,0.04785349803384861,0.12204594800967082,0.041140791904730856,0.2282214074951633,0.3225949633972058,-0.5271800048707733,0.07803936326229904,0.02657151114937575,0.009582928553233616
5,RiskParity,0.04758553469753788,0.08566648828812311,0.04482377720701414,0.3220108031597971,0.4866156590917396,-0.298573186257308,0.150126599675248,0.03238978555919739,0.029527020491545652
5,NarrativeRegimes,0.04317921843588578,0.07068138175760208,0.041461902766739556,0.32793952041539925,0.5524370456460805,-0.13936123922202182,0.2975138783079059,0.045605152504273355,0.031149584190189428
5,SixtyForty,0.04965568194876355,0.10678032333011185,0.04485616659650438,0.27772609244760266,0.4233002659771992,-0.299301424070164,0.14986953949804438,0.024925902573370504,0.0209518682782881
5,RiskParity,0.04419630203361231,0.07707951433037609,0.04202442992748501,0.3139135248037862,0.48749096063183545,-0.24286049747070182,0.17303938007684738,0.03047796037416684,0.02967901550154539
5,NarrativeRegimes,0.03355411186680635,0.07822914534013908,0.030937769317691544,0.17326166364049211,0.2653235588959534,-0.18937446694968418,0.16336821862005055,0.08229789577310108,0.018413418206097987
5,SixtyForty,0.0362751385782471,0.10367912489761764,0.03136333249445733,0.15697604116854455,0.24836071407242752,-0.27244612067509866,0.11511755945264195,0.025185956094963807,0.009402362157361344
5,RiskParity,0.03472902084247586,0.07507196286875575,0.03239385066843825,0.19619869095771217,0.3144791179371153,-0.1738366189061764,0.18634652970282373,0.032154668257904764,0.020833672809370984
5,NarrativeRegimes,0.04248115344831612,0.0691861244070444,0.040847310930897995,0.3249373142518029,0.48915095498662975,-0.26774220087600253,0.15256209442237054,0.10900465396692374,0.030977045365884415
5,SixtyForty,0.04852495309060706,0.1140506002725668,0.042818944264136904,0.2501078733688025,0.3641588458336583,-0.36481739904965427,0.11737089397512245,0.02645974269939841,0.015171286655446092
5,RiskParity,0.051906447913175544,0.08073918478087165,0.04976466931230061,0.39517921811782597,0.6254223575081004,-0.2178812581820131,0.228402707637792,0.03326014399235458,0.036187766574823144
5,NarrativeRegimes,0.024122290032821105,0.09480892582225922,0.019702397286044837,0.04347997825172354,0.04907479621550141,-0.4554701306757767,0.04325727629342582,0.1086701191402954,-0.0003350945926058335
5,SixtyForty,0.021118609019465898,0.11583997597778983,0.014378019223618033,0.009656502515853146,0.012042635494881913,-0.47392814911666015,0.030337972645044977,0.027674224193581294,-0.014870021787678933
5,RiskParity,0.020718301173145704,0.08271247314432993,0.017403948917608103,0.008684315023349565,0.01097703841787237,-0.362788918980278,0.04797265849940202,0.033154542519731114,0.0029235486440124525
5,NarrativeRegimes,0.04668647791637521,0.0898181753755274,0.04350510144998654,0.2971166782758584,0.44857049938052634,-0.23934982434545438,0.18176366566785312,0.07834388401861404,0.026654032958585372
5,SixtyForty,0.04883319802990803,0.1095349893236356,0.04365238307290209,0.26323276432443454,0.3645542309451661,-0.3643941557406033,0.11979441048987724,0.024800403031967396,0.017941390957899594
5,RiskParity,0.03702569425636509,0.08075366616170915,0.03429574375513811,0.21083493871685213,0.31466804078227606,-0.23673395783962914,0.14487040248941008,0.03232153706689892,0.02074276020836141
5,NarrativeRegimes,0.045800547340179125,0.09763947053240007,0.04173130376150436,0.26424300745893153,0.3477356784506294,-0.2280788038751489,0.18296879434858934,0.1307050457164289,0.02023414180064642
5,SixtyForty,0.050821662834079226,0.12479859612167905,0.043823815735805516,0.24697123038169427,0.3565891189788098,-0.38907593608417124,0.11263563657230355,0.02809435870282259,0.010044237252733401
5,RiskParity,0.04753486673909225,0.08644891269080938,0.04466607761721586,0.3185102725071005,0.44948856231407824,-0.18253122211619977,0.24470376683711317,0.03459994014803017,0.028547834187739207
5,NarrativeRegimes,0.03334385005724391,0.07483634245452615,0.030956319103844665,0.1783070847610199,0.2344106609756586,-0.14831227079444997,0.20872392377261806,0.036650904810396887,0.019022583146575567
5,SixtyForty,0.02440767558402398,0.12623289872795154,0.016380486600735322,0.03491701155911102,0.04606026582963773,-0.40400531501856296,0.04054522550027017,0.027879764368946663,-0.019311080682609227
5,RiskParity,0.03209803554687837,0.0862565340529581,0.028688987763007212,0.14025645337720913,0.17469531829556645,-0.2374006735536608,0.12084627787091137,0.03339620552566376,0.012276332688819336
5,NarrativeRegimes,0.03706516862659422,0.06904708929466159,0.035259625117365134,0.24715261426543034,0.4274320919832027,-0.13890265021754333,0.2538441495690905,0.0797407509541469,0.025600484316001593
5,SixtyForty,0.04008284531723788,0.12749423760308784,0.032571174267998604,0.1575196314343189,0.25398775258178863,-0.34949868808062834,0.09319398149066736,0.027337386511668782,0.0006220626674069418
5,RiskParity,0.035673113776168164,0.08599924180444099,0.03250220772365542,0.18224711575723218,0.31024316691516585,-0.1851161345364254,0.1755773898641987,0.03382493788691625,0.017833120865513363
10,NarrativeRegimes,0.05558598574824318,0.0736719997185241,0.05420175983094433,0.4830327109920355,0.8820188803078951,-0.10315580842598537,0.5254358494978425,0.1224878434740066,0.02936820173973831
10,SixtyForty,0.06164403462958675,0.10350783021899451,0.05780360837838883,0.4023273847155259,0.7011149696082631,-0.17472107837249995,0.33083362875744915,0.024204489378074567,0.00825221740802995
10,RiskParity,0.05261919770122652,0.07303559209823549,0.05113042985026928,0.44662056901452274,0.7519026814892789,-0.10319591296415154,0.4954695237594448,0.030054854595086947,0.026325290191385298
10,NarrativeRegimes,0.019243252995084018,0.06701607771722591,0.017139929991653702,-0.011292021716177929,-0.017564895926128348,-0.32400043672204715,0.052900947187172066,0.06238001522037898,-0.0032628302341851656
10,SixtyForty,0.023851847443727127,0.1126962540274548,0.01764997304764182,0.03417901932027612,0.05072602886594054,-0.4392949286108925,0.04017795767288578,0.02608516443678273,-0.040876709177356085
10,RiskParity,0.02572690513384949,0.08196404718834863,0.022611667908611688,0.06987094134931368,0.10420225684935312,-0.3193706550726746,0.07080070616840572,0.032206865242950425,-0.00823113936900588
10,NarrativeRegimes,0.0519403317089327,0.06941877290634305,0.050678126272578394,0.4601108658608137,0.6750439244920118,-0.20382881811409514,0.24863082041819437,0.090045668312695,0.027567982222755694
10,SixtyForty,0.062002546019069835,0.10956218629005894,0.05739459556781057,0.3833671765902037,0.5144581063061356,-0.3447564271806629,0.16647868188323592,0.025434989725992754,-0.007180031028748979
10,RiskParity,0.052547483273321025,0.07918573551821805,0.05053857130760919,0.4110271005291465,0.5619181481958013,-0.24635875481700953,0.20514217708702195,0.031432393839238126,0.01931548766889235
10,NarrativeRegimes,0.04893598776499595,0.06967810059149217,0.04753202214233654,0.4152809493852518,0.7041145999961517,-0.20821152621344385,0.2282871799018948,0.0601401980963093,0.025107532853423598
10,SixtyForty,0.04785349803384861,0.12204594800967082,0.041140791904730856,0.2282214074951633,0.3225949633972058,-0.5271800048707733,0.07803936326229904,0.02657151114937575,-0.03157770139161342
10,RiskParity,0.04758553469753788,0.08566648828812311,0.04482377720701414,0.3220108031597971,0.4866156590917396,-0.298573186257308,0.150126599675248,0.03238978555919739,0.010229036884949583
10,NarrativeRegimes,0.04317921843588578,0.07068138175760208,0.041461902766739556,0.32793952041539925,0.5524370456460805,-0.13936123922202182,0.2975138783079059,0.045605152504273355,0.01829122760346147
10,SixtyForty,0.04965568194876355,0.10678032333011185,0.04485616659650438,0.27772609244760266,0.4233002659771992,-0.299301424070164,0.14986953949804438,0.024925902573370504,-0.009366576284903672
10,RiskParity,0.04419630203361231,0.07707951433037609,0.04202442992748501,0.3139135248037862,0.48749096063183545,-0.24286049747070182,0.17303938007684738,0.03047796037416684,0.014132067426309458
10,NarrativeRegimes,0.03355411186680635,0.07822914534013908,0.030937769317691544,0.17326166364049211,0.2653235588959534,-0.18937446694968418,0.16336821862005055,0.08229789577310108,0.002774878096510447
10,SixtyForty,0.0362751385782471,0.10367912489761764,0.03136333249445733,0.15697604116854455,0.24836071407242752,-0.27244612067509866,0.11511755945264195,0.025185956094963807,-0.017809690001490353
10,RiskParity,0.03472902084247586,0.07507196286875575,0.03239385066843825,0.19619869095771217,0.3144791179371153,-0.1738366189061764,0.18634652970282373,0.032154668257904764,0.006403752090789805
10,NarrativeRegimes,0.04248115344831612,0.0691861244070444,0.040847310930897995,0.3249373142518029,0.48915095498662975,-0.26774220087600253,0.15256209442237054,0.10900465396692374,0.018590519033280684
10,SixtyForty,0.04852495309060706,0.1140506002725668,0.042818944264136904,0.2501078733688025,0.3641588458336583,-0.36481739904965427,0.11737089397512245,0.02645974269939841,-0.02095254637900401
10,RiskParity,0.051906447913175544,0.08073918478087165,0.04976466931230061,0.39517921811782597,0.6254223575081004,-0.2178812581820131,0.228402707637792,0.03326014399235458,0.019127256980329577
10,NarrativeRegimes,0.024122290032821105,0.09480892582225922,0.019702397286044837,0.04347997825172354,0.04907479621550141,-0.4554701306757767,0.04325727629342582,0.1086701191402954,-0.029177706201786613
10,SixtyForty,0.021118609019465898,0.11583997597778983,0.014378019223618033,0.009656502515853146,0.012042635494881913,-0.47392814911666015,0.030337972645044977,0.027674224193581294,-0.055886526663446734
10,RiskParity,0.020718301173145704,0.08271247314432993,0.017403948917608103,0.008684315023349565,0.01097703841787237,-0.362788918980278,0.04797265849940202,0.033154542519731114,-0.016366462473384136
10,NarrativeRegimes,0.04668647791637521,0.0898181753755274,0.04350510144998654,0.2971166782758584,0.44857049938052634,-0.23934982434545438,0.18176366566785312,0.07834388401861404,0.005357703623549259
10,SixtyForty,0.04883319802990803,0.1095349893236356,0.04365238307290209,0.26323276432443454,0.3645542309451661,-0.3643941557406033,0.11979441048987724,0.024800403031967396,-0.015888793755451824
10,RiskParity,0.03702569425636509,0.08075366616170915,0.03429574375513811,0.21083493871685213,0.31466804078227606,-0.23673395783962914,0.14487040248941008,0.03232153706689892,0.003539452524858877
10,NarrativeRegimes,0.045800547340179125,0.09763947053240007,0.04173130376150436,0.26424300745893153,0.3477356784506294,-0.2280788038751489,0.18296879434858934,0.1307050457164289,-0.011613037619645161
10,SixtyForty,0.050821662834079226,0.12479859612167905,0.043823815735805516,0.24697123038169427,0.3565891189788098,-0.38907593608417124,0.11263563657230355,0.02809435870282259,-0.0356520093860907
10,RiskParity,0.04753486673909225,0.08644891269080938,0.04466607761721586,0.3185102725071005,0.44948856231407824,-0.18253122211619977,0.24470376683711317,0.03459994014803017,0.007019860563635794
10,NarrativeRegimes,0.03334385005724391,0.07483634245452615,0.030956319103844665,0.1783070847610199,0.2344106609756586,-0.14831227079444997,0.20872392377261806,0.036650904810396887,0.003192584797872877
10,SixtyForty,0.02440767558402398,0.12623289872795154,0.016380486600735322,0.03491701155911102,0.04606026582963773,-0.40400531501856296,0.04054522550027017,0.027879764368946663,-0.0739986314335751
10,RiskParity,0.03209803554687837,0.0862565340529581,0.028688987763007212,0.14025645337720913,0.17469531829556645,-0.2374006735536608,0.12084627787091137,0.03339620552566376,-0.011011559586769137
10,NarrativeRegimes,0.03706516862659422,0.06904708929466159,0.035259625117365134,0.24715261426543034,0.4274320919832027,-0.13890265021754333,0.2538441495690905,0.0797407509541469,0.013747482858336602
10,SixtyForty,0.04008284531723788,0.12749423760308784,0.032571174267998604,0.1575196314343189,0.25398775258178863,-0.34949868808062834,0.09319398149066736,0.027337386511668782,-0.038087006892641995
10,RiskParity,0.035673113776168164,0.08599924180444099,0.03250220772365542,0.18224711575723218,0.31024316691516585,-0.1851161345364254,0.1755773898641987,0.03382493788691625,0.00013645100902048846
